Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	BioSampleModel	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	DATASTORE_region	ENA_FIRST_PUBLIC	Experiment	HLA_Risk_Class	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Library_Name	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	collection_date	data_type	flowcell_barcode	geo_loc_name	host	host_subject_id	instrument_name	lane	lat_lon	library_type	product_order	product_part_number	read_group_id	run_barcode	run_name	sex	source_name	tissue	treatment	work_request
WGS		298	PRJNA604850	SAMN14001125	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710617		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	7497_1_T3_M	2020-02-12	5508	1775	human metagenome	ILLUMINA	2020-02-12	SRR11070392	SRS6134033	SRP248292	7497_1_T3_M	2017-01-17			Australia: VIC	Homo sapiens	7497			not collected											
WGS		299	PRJNA604850	SAMN14001126	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710618		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	7510_1_T1_M	2020-02-12	5971	1988	human metagenome	ILLUMINA	2020-02-12	SRR11070391	SRS6134034	SRP248292	7510_1_T1_M	2016-04-14			Australia: QLD	Homo sapiens	7510			not collected											
WGS		299	PRJNA604850	SAMN14001127	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710619		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	7510_1_T2_M	2020-02-12	6003	2006	human metagenome	ILLUMINA	2020-02-12	SRR11070390	SRS6134035	SRP248292	7510_1_T2_M	2016-07-05			Australia: QLD	Homo sapiens	7510			not collected											
WGS		300	PRJNA604850	SAMN14001128	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710620		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	7510_1_T3_M	2020-02-12	7910	2736	human metagenome	ILLUMINA	2020-02-12	SRR11070389	SRS6134036	SRP248292	7510_1_T3_M	2016-09-12			Australia: QLD	Homo sapiens	7510			not collected											
WGS		299	PRJNA604850	SAMN14001129	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710621		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	7539_2_T1_M	2020-02-12	7345	2335	human metagenome	ILLUMINA	2020-02-12	SRR11070388	SRS6134037	SRP248292	7539_2_T1_M	2017-03-28			Australia: SA	Homo sapiens	7539			not collected											
WGS		296	PRJNA604850	SAMN14001130	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710622		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	7539_2_T2_M	2020-02-12	5620	1847	human metagenome	ILLUMINA	2020-02-12	SRR11070387	SRS6134038	SRP248292	7539_2_T2_M	2017-06-12			Australia: SA	Homo sapiens	7539			not collected											
WGS		299	PRJNA604850	SAMN14001131	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710623		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	7539_2_T3_M	2020-02-12	6412	2088	human metagenome	ILLUMINA	2020-02-12	SRR11070386	SRS6134039	SRP248292	7539_2_T3_M	2017-08-17			Australia: SA	Homo sapiens	7539			not collected											
WGS		299	PRJNA604850	SAMN14001132	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710624		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	7541_1_T1_M	2020-02-12	6501	2079	human metagenome	ILLUMINA	2020-02-12	SRR11070385	SRS6134040	SRP248292	7541_1_T1_M	2016-06-24			Australia: WA	Homo sapiens	7541			not collected											
WGS		299	PRJNA604850	SAMN14001133	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710625		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	7541_1_T2_M	2020-02-12	6135	2000	human metagenome	ILLUMINA	2020-02-12	SRR11070384	SRS6134041	SRP248292	7541_1_T2_M	2016-10-07			Australia: WA	Homo sapiens	7541			not collected											
WGS		299	PRJNA604850	SAMN14001062	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710626		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	0720_2_T3_M	2020-02-12	6890	2250	human metagenome	ILLUMINA	2020-02-12	SRR11070383	SRS6134042	SRP248292	0720_2_T3_M	2017-07-19			Australia: NSW	Homo sapiens	720			not collected											
WGS		298	PRJNA604850	SAMN14001134	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710627		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	7541_1_T3_M	2020-02-12	5249	1734	human metagenome	ILLUMINA	2020-02-12	SRR11070382	SRS6134043	SRP248292	7541_1_T3_M	2016-11-09			Australia: WA	Homo sapiens	7541			not collected											
WGS		299	PRJNA604850	SAMN14001135	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710628		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	7642_1_T1_M	2020-02-12	6990	2270	human metagenome	ILLUMINA	2020-02-12	SRR11070381	SRS6134044	SRP248292	7642_1_T1_M	2015-06-02			Australia: VIC	Homo sapiens	7642			not collected											
WGS		299	PRJNA604850	SAMN14001136	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710629		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	7642_1_T2_M	2020-02-12	6174	2019	human metagenome	ILLUMINA	2020-02-12	SRR11070380	SRS6134045	SRP248292	7642_1_T2_M	2015-09-01			Australia: VIC	Homo sapiens	7642			not collected											
WGS		299	PRJNA604850	SAMN14001137	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710630		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	7642_1_T3_M	2020-02-12	6729	2199	human metagenome	ILLUMINA	2020-02-12	SRR11070379	SRS6134046	SRP248292	7642_1_T3_M	2015-11-13			Australia: VIC	Homo sapiens	7642			not collected											
WGS		300	PRJNA604850	SAMN14001138	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710631		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	8558_1_T1_M	2020-02-12	6231	2068	human metagenome	ILLUMINA	2020-02-12	SRR11070378	SRS6134047	SRP248292	8558_1_T1_M	2017-04-12			Australia: NSW	Homo sapiens	8558			not collected											
WGS		299	PRJNA604850	SAMN14001139	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710632		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	8558_1_T2_M	2020-02-12	7436	2386	human metagenome	ILLUMINA	2020-02-12	SRR11070377	SRS6134048	SRP248292	8558_1_T2_M	2017-06-13			Australia: NSW	Homo sapiens	8558			not collected											
WGS		300	PRJNA604850	SAMN14001140	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710633		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	8558_1_T3_M	2020-02-12	8115	2631	human metagenome	ILLUMINA	2020-02-12	SRR11070376	SRS6134049	SRP248292	8558_1_T3_M	2017-08-22			Australia: NSW	Homo sapiens	8558			not collected											
WGS		299	PRJNA604850	SAMN14001141	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710634		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	8915_2_T1_M	2020-02-12	7260	2364	human metagenome	ILLUMINA	2020-02-12	SRR11070375	SRS6134050	SRP248292	8915_2_T1_M	2015-06-10			Australia: SA	Homo sapiens	8915			not collected											
WGS		299	PRJNA604850	SAMN14001142	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710635		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	8915_2_T2_M	2020-02-12	5894	1927	human metagenome	ILLUMINA	2020-02-12	SRR11070374	SRS6134051	SRP248292	8915_2_T2_M	2015-08-26			Australia: SA	Homo sapiens	8915			not collected											
WGS		298	PRJNA604850	SAMN14001143	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710636		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	8915_2_T3_M	2020-02-12	3749	1250	human metagenome	ILLUMINA	2020-02-12	SRR11070373	SRS6134052	SRP248292	8915_2_T3_M	2015-12-02			Australia: SA	Homo sapiens	8915			not collected											
WGS		299	PRJNA604850	SAMN14001063	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710637		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	0940_1_T1_M	2020-02-12	4061	1484	human metagenome	ILLUMINA	2020-02-12	SRR11070372	SRS6134053	SRP248292	0940_1_T1_M	2016-04-15			Australia: SA	Homo sapiens	940			not collected											
WGS		299	PRJNA604850	SAMN14001144	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710638		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	9547_1_T1_M	2020-02-12	6356	2042	human metagenome	ILLUMINA	2020-02-12	SRR11070371	SRS6134054	SRP248292	9547_1_T1_M	2016-02-18			Australia: SA	Homo sapiens	9547			not collected											
WGS		299	PRJNA604850	SAMN14001145	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710639		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	9547_1_T2_M	2020-02-12	4476	1467	human metagenome	ILLUMINA	2020-02-12	SRR11070370	SRS6134055	SRP248292	9547_1_T2_M	2016-03-31			Australia: SA	Homo sapiens	9547			not collected											
WGS		299	PRJNA604850	SAMN14001092	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710640		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	4576_1_T3_M	2020-02-12	6341	2047	human metagenome	ILLUMINA	2020-02-12	SRR11070369	SRS6134056	SRP248292	4576_1_T3_M	2014-07-09			Australia: SA	Homo sapiens	4576			not collected											
WGS		300	PRJNA604850	SAMN14001093	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710641		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	4576_2_T1_M	2020-02-12	9146	2986	human metagenome	ILLUMINA	2020-02-12	SRR11070368	SRS6134057	SRP248292	4576_2_T1_M	2015-12-15			Australia: SA	Homo sapiens	4576			not collected											
WGS		299	PRJNA604850	SAMN14001058	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710642		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	0523_1_T2_M	2020-02-12	7473	2383	human metagenome	ILLUMINA	2020-02-12	SRR11070367	SRS6134058	SRP248292	0523_1_T2_M	2017-08-27			Australia: SA	Homo sapiens	523			not collected											
WGS		299	PRJNA604850	SAMN14001094	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710643		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	4576_2_T2_M	2020-02-12	7267	2424	human metagenome	ILLUMINA	2020-02-12	SRR11070366	SRS6134059	SRP248292	4576_2_T2_M	2016-02-17			Australia: SA	Homo sapiens	4576			not collected											
WGS		300	PRJNA604850	SAMN14001095	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710644		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	4576_2_T3_M	2020-02-12	8022	2554	human metagenome	ILLUMINA	2020-02-12	SRR11070365	SRS6134060	SRP248292	4576_2_T3_M	2016-05-05			Australia: SA	Homo sapiens	4576			not collected											
WGS		299	PRJNA604850	SAMN14001096	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710645		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	4688_1_T1_M	2020-02-12	7555	2470	human metagenome	ILLUMINA	2020-02-12	SRR11070364	SRS6134061	SRP248292	4688_1_T1_M	2016-08-14			Australia: WA	Homo sapiens	4688			not collected											
WGS		298	PRJNA604850	SAMN14001097	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710646		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	4688_1_T2_M	2020-02-12	6514	2148	human metagenome	ILLUMINA	2020-02-12	SRR11070363	SRS6134062	SRP248292	4688_1_T2_M	2016-11-23			Australia: WA	Homo sapiens	4688			not collected											
WGS		300	PRJNA604850	SAMN14001098	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710647		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	4688_1_T3_M	2020-02-12	9279	2978	human metagenome	ILLUMINA	2020-02-12	SRR11070362	SRS6134063	SRP248292	4688_1_T3_M	2017-02-21			Australia: WA	Homo sapiens	4688			not collected											
WGS		300	PRJNA604850	SAMN14001099	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710648		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	4852_2_T1_M	2020-02-12	8285	2653	human metagenome	ILLUMINA	2020-02-12	SRR11070361	SRS6134064	SRP248292	4852_2_T1_M	2016-09-12			Australia: QLD	Homo sapiens	4852			not collected											
WGS		299	PRJNA604850	SAMN14001100	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710649		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	4852_2_T2_M	2020-02-12	6308	2133	human metagenome	ILLUMINA	2020-02-12	SRR11070360	SRS6134065	SRP248292	4852_2_T2_M	2016-11-16			Australia: QLD	Homo sapiens	4852			not collected											
WGS		299	PRJNA604850	SAMN14001101	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710650		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	4852_2_T3_M	2020-02-12	7118	2299	human metagenome	ILLUMINA	2020-02-12	SRR11070359	SRS6134066	SRP248292	4852_2_T3_M	2017-02-06			Australia: QLD	Homo sapiens	4852			not collected											
WGS		300	PRJNA604850	SAMN14001102	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710651		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	5468_2_T1_M	2020-02-12	5379	1782	human metagenome	ILLUMINA	2020-02-12	SRR11070358	SRS6134067	SRP248292	5468_2_T1_M	2014-12-02			Australia: SA	Homo sapiens	5468			not collected											
WGS		299	PRJNA604850	SAMN14001103	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710652		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	5468_2_T2_M	2020-02-12	6223	2002	human metagenome	ILLUMINA	2020-02-12	SRR11070357	SRS6134068	SRP248292	5468_2_T2_M	2015-02-18			Australia: SA	Homo sapiens	5468			not collected											
WGS		299	PRJNA604850	SAMN14001059	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710653		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	0523_1_T3_M	2020-02-12	8419	2687	human metagenome	ILLUMINA	2020-02-12	SRR11070356	SRS6134069	SRP248292	0523_1_T3_M	2017-10-23			Australia: SA	Homo sapiens	523			not collected											
WGS		299	PRJNA604850	SAMN14001104	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710654		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	5468_2_T3_M	2020-02-12	5786	1932	human metagenome	ILLUMINA	2020-02-12	SRR11070355	SRS6134070	SRP248292	5468_2_T3_M	2015-05-13			Australia: SA	Homo sapiens	5468			not collected											
WGS		299	PRJNA604850	SAMN14001105	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710655		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	5761_1_T1_M	2020-02-12	5938	1943	human metagenome	ILLUMINA	2020-02-12	SRR11070354	SRS6134071	SRP248292	5761_1_T1_M	2017-03-10			Australia: NSW	Homo sapiens	5761			not collected											
WGS		299	PRJNA604850	SAMN14001106	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710656		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	5761_1_T2_M	2020-02-12	6570	2149	human metagenome	ILLUMINA	2020-02-12	SRR11070353	SRS6134072	SRP248292	5761_1_T2_M	2017-05-14			Australia: NSW	Homo sapiens	5761			not collected											
WGS		299	PRJNA604850	SAMN14001107	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710657		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	5761_1_T3_M	2020-02-12	7549	2424	human metagenome	ILLUMINA	2020-02-12	SRR11070352	SRS6134073	SRP248292	5761_1_T3_M	2017-07-24			Australia: NSW	Homo sapiens	5761			not collected											
WGS		299	PRJNA604850	SAMN14001108	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710658		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	6424_1_T1_M	2020-02-12	5990	1956	human metagenome	ILLUMINA	2020-02-12	SRR11070351	SRS6134074	SRP248292	6424_1_T1_M	2016-08-24			Australia: WA	Homo sapiens	6424			not collected											
WGS		300	PRJNA604850	SAMN14001109	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710659		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	6424_1_T2_M	2020-02-12	8221	2652	human metagenome	ILLUMINA	2020-02-12	SRR11070350	SRS6134075	SRP248292	6424_1_T2_M	2016-09-15			Australia: WA	Homo sapiens	6424			not collected											
WGS		298	PRJNA604850	SAMN14001110	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710660		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	6424_1_T3_M	2020-02-12	6597	2134	human metagenome	ILLUMINA	2020-02-12	SRR11070349	SRS6134076	SRP248292	6424_1_T3_M	2016-12-13			Australia: WA	Homo sapiens	6424			not collected											
WGS		299	PRJNA604850	SAMN14001111	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710661		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	6443_1_T1_M	2020-02-12	7465	2425	human metagenome	ILLUMINA	2020-02-12	SRR11070348	SRS6134077	SRP248292	6443_1_T1_M	2016-11-09			Australia: SA	Homo sapiens	6443			not collected											
WGS		299	PRJNA604850	SAMN14001112	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710662		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	6443_1_T2_M	2020-02-12	3844	1252	human metagenome	ILLUMINA	2020-02-12	SRR11070347	SRS6134078	SRP248292	6443_1_T2_M	2017-01-04			Australia: SA	Homo sapiens	6443			not collected											
WGS		299	PRJNA604850	SAMN14001113	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710663		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	6443_1_T3_M	2020-02-12	6975	2273	human metagenome	ILLUMINA	2020-02-12	SRR11070346	SRS6134079	SRP248292	6443_1_T3_M	2017-05-01			Australia: SA	Homo sapiens	6443			not collected											
WGS		298	PRJNA604850	SAMN14001060	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710664		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	0720_2_T1_M	2020-02-12	4912	1620	human metagenome	ILLUMINA	2020-02-12	SRR11070345	SRS6134080	SRP248292	0720_2_T1_M	2017-01-16			Australia: NSW	Homo sapiens	720			not collected											
WGS		298	PRJNA604850	SAMN14001114	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710665		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	6512_1_T1_M	2020-02-12	4774	1547	human metagenome	ILLUMINA	2020-02-12	SRR11070344	SRS6134081	SRP248292	6512_1_T1_M	2016-04-18			Australia: WA	Homo sapiens	6512			not collected											
WGS		297	PRJNA604850	SAMN14001115	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710666		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	6512_1_T2_M	2020-02-12	5540	1803	human metagenome	ILLUMINA	2020-02-12	SRR11070343	SRS6134082	SRP248292	6512_1_T2_M	2016-07-20			Australia: WA	Homo sapiens	6512			not collected											
WGS		299	PRJNA604850	SAMN14001116	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710667		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	6512_1_T3_M	2020-02-12	5589	1832	human metagenome	ILLUMINA	2020-02-12	SRR11070342	SRS6134083	SRP248292	6512_1_T3_M	2016-08-19			Australia: WA	Homo sapiens	6512			not collected											
WGS		299	PRJNA604850	SAMN14001117	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710668		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	6647_1_T1_M	2020-02-12	8466	2653	human metagenome	ILLUMINA	2020-02-12	SRR11070341	SRS6134084	SRP248292	6647_1_T1_M	2017-04-12			Australia: WA	Homo sapiens	6647			not collected											
WGS		299	PRJNA604850	SAMN14001118	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710669		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	6647_1_T2_M	2020-02-12	3477	1129	human metagenome	ILLUMINA	2020-02-12	SRR11070340	SRS6134085	SRP248292	6647_1_T2_M	2017-06-08			Australia: WA	Homo sapiens	6647			not collected											
WGS		297	PRJNA604850	SAMN14001119	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710670		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	6647_1_T3_M	2020-02-12	5500	1787	human metagenome	ILLUMINA	2020-02-12	SRR11070339	SRS6134086	SRP248292	6647_1_T3_M	2017-08-16			Australia: WA	Homo sapiens	6647			not collected											
WGS		298	PRJNA604850	SAMN14001120	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710671		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	6951_1_T1_M	2020-02-12	5495	1824	human metagenome	ILLUMINA	2020-02-12	SRR11070338	SRS6134087	SRP248292	6951_1_T1_M	2016-12-19			Australia: SA	Homo sapiens	6951			not collected											
WGS		299	PRJNA604850	SAMN14001146	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710672		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	9547_1_T3_M	2020-02-12	6285	2060	human metagenome	ILLUMINA	2020-02-12	SRR11070337	SRS6134088	SRP248292	9547_1_T3_M	2016-06-14			Australia: SA	Homo sapiens	9547			not collected											
